REPOSITORY                                      TAG                                    IMAGE ID       CREATED         SIZE
<none>                                          <none>                                 fce5085fb132   47 hours ago    298MB
elixir                                          1.14                                   cb8503ee93ea   47 hours ago    1.48GB
elixir                                          1.14.5                                 cb8503ee93ea   47 hours ago    1.48GB
<none>                                          <none>                                 d5e8938de47b   47 hours ago    293MB
<none>                                          <none>                                 8cb110be6fa2   47 hours ago    84.1MB
elixir                                          1.15-otp-25                            7b8bb68d72e2   47 hours ago    1.47GB
elixir                                          1.15.1-otp-25                          7b8bb68d72e2   47 hours ago    1.47GB
elixir                                          otp-25                                 7b8bb68d72e2   47 hours ago    1.47GB
<none>                                          <none>                                 202d1ef0c049   47 hours ago    291MB
<none>                                          <none>                                 347091808a89   47 hours ago    84.9MB
<none>                                          <none>                                 61f7628906ad   47 hours ago    1.47GB
<none>                                          <none>                                 50ca465f9634   47 hours ago    84.2MB
<none>                                          <none>                                 59fa2e72ff05   47 hours ago    299MB
elixir                                          1.15                                   2e40b3ee094e   47 hours ago    1.48GB
elixir                                          1.15.1                                 2e40b3ee094e   47 hours ago    1.48GB
elixir                                          latest                                 2e40b3ee094e   47 hours ago    1.48GB
<none>                                          <none>                                 77c64cda2fa1   47 hours ago    33.2MB
<none>                                          <none>                                 c1a865d9d9b2   47 hours ago    47.2MB
<none>                                          <none>                                 d908eff50616   47 hours ago    13.7MB
<none>                                          <none>                                 0bf62daf3f6c   47 hours ago    13.9MB
<none>                                          <none>                                 6df9bd05ada9   47 hours ago    13.3MB
drupal                                          7-fpm-alpine3.16                       9d673464de2b   47 hours ago    87.3MB
drupal                                          7-php8.0-fpm-alpine3.16                9d673464de2b   47 hours ago    87.3MB
drupal                                          7.98-fpm-alpine3.16                    9d673464de2b   47 hours ago    87.3MB
drupal                                          7.98-php8.0-fpm-alpine3.16             9d673464de2b   47 hours ago    87.3MB
drupal                                          7-fpm-buster                           c65fc6fb9ee3   47 hours ago    409MB
drupal                                          7-php8.0-fpm-buster                    c65fc6fb9ee3   47 hours ago    409MB
drupal                                          7.98-fpm-buster                        c65fc6fb9ee3   47 hours ago    409MB
drupal                                          7.98-php8.0-fpm-buster                 c65fc6fb9ee3   47 hours ago    409MB
drupal                                          7-apache-buster                        34ee79d671a7   47 hours ago    419MB
drupal                                          7-php8.0-apache-buster                 34ee79d671a7   47 hours ago    419MB
drupal                                          7.98-apache-buster                     34ee79d671a7   47 hours ago    419MB
drupal                                          7.98-php8.0-apache-buster              34ee79d671a7   47 hours ago    419MB
drupal                                          7-fpm-bullseye                         1d4fa1d670ce   47 hours ago    464MB
drupal                                          7-php8.0-fpm-bullseye                  1d4fa1d670ce   47 hours ago    464MB
drupal                                          7.98-fpm-bullseye                      1d4fa1d670ce   47 hours ago    464MB
drupal                                          7.98-php8.0-fpm-bullseye               1d4fa1d670ce   47 hours ago    464MB
drupal                                          7-apache-bullseye                      b5c0cd0f0fe6   47 hours ago    474MB
drupal                                          7-php8.0-apache-bullseye               b5c0cd0f0fe6   47 hours ago    474MB
drupal                                          7.98-apache-bullseye                   b5c0cd0f0fe6   47 hours ago    474MB
drupal                                          7.98-php8.0-apache-bullseye            b5c0cd0f0fe6   47 hours ago    474MB
drupal                                          7-php8.1-fpm-alpine3.17                31e56542a382   47 hours ago    100MB
drupal                                          7.98-php8.1-fpm-alpine3.17             31e56542a382   47 hours ago    100MB
drupal                                          7-php8.1-fpm-alpine                    28c0f59dc66d   47 hours ago    102MB
drupal                                          7-php8.1-fpm-alpine3.18                28c0f59dc66d   47 hours ago    102MB
drupal                                          7.98-php8.1-fpm-alpine                 28c0f59dc66d   47 hours ago    102MB
drupal                                          7.98-php8.1-fpm-alpine3.18             28c0f59dc66d   47 hours ago    102MB
drupal                                          7-php8.1-fpm-bullseye                  d3c7cf2d77da   47 hours ago    469MB
drupal                                          7.98-php8.1-fpm-bullseye               d3c7cf2d77da   47 hours ago    469MB
drupal                                          7-php8.1-apache-bullseye               aa91dff9c3c4   47 hours ago    478MB
drupal                                          7.98-php8.1-apache-bullseye            aa91dff9c3c4   47 hours ago    478MB
drupal                                          7-php8.1-fpm                           1a352cf25ae1   47 hours ago    513MB
drupal                                          7-php8.1-fpm-bookworm                  1a352cf25ae1   47 hours ago    513MB
drupal                                          7.98-php8.1-fpm                        1a352cf25ae1   47 hours ago    513MB
drupal                                          7.98-php8.1-fpm-bookworm               1a352cf25ae1   47 hours ago    513MB
drupal                                          7-php8.1                               98b9217227d6   47 hours ago    522MB
drupal                                          7-php8.1-apache                        98b9217227d6   47 hours ago    522MB
drupal                                          7-php8.1-apache-bookworm               98b9217227d6   47 hours ago    522MB
drupal                                          7.98-php8.1                            98b9217227d6   47 hours ago    522MB
drupal                                          7.98-php8.1-apache                     98b9217227d6   47 hours ago    522MB
drupal                                          7.98-php8.1-apache-bookworm            98b9217227d6   47 hours ago    522MB
drupal                                          7-php8.2-fpm-alpine3.17                cd55aad6133c   47 hours ago    100MB
drupal                                          7.98-php8.2-fpm-alpine3.17             cd55aad6133c   47 hours ago    100MB
drupal                                          7-php8.2-fpm-alpine                    22f4ffc7e960   47 hours ago    102MB
drupal                                          7-php8.2-fpm-alpine3.18                22f4ffc7e960   47 hours ago    102MB
drupal                                          7.98-php8.2-fpm-alpine                 22f4ffc7e960   47 hours ago    102MB
drupal                                          7.98-php8.2-fpm-alpine3.18             22f4ffc7e960   47 hours ago    102MB
drupal                                          7-php8.2-fpm-bullseye                  c93836318bb3   47 hours ago    469MB
drupal                                          7.98-php8.2-fpm-bullseye               c93836318bb3   47 hours ago    469MB
drupal                                          7-php8.2-apache-bullseye               08ba08aaf93f   47 hours ago    478MB
drupal                                          7.98-php8.2-apache-bullseye            08ba08aaf93f   47 hours ago    478MB
drupal                                          7-php8.2-fpm                           6a5ba7fb064a   47 hours ago    513MB
drupal                                          7-php8.2-fpm-bookworm                  6a5ba7fb064a   47 hours ago    513MB
drupal                                          7.98-php8.2-fpm                        6a5ba7fb064a   47 hours ago    513MB
drupal                                          7.98-php8.2-fpm-bookworm               6a5ba7fb064a   47 hours ago    513MB
drupal                                          7-php8.2                               10033c7881fb   47 hours ago    522MB
drupal                                          7-php8.2-apache                        10033c7881fb   47 hours ago    522MB
drupal                                          7-php8.2-apache-bookworm               10033c7881fb   47 hours ago    522MB
drupal                                          7.98-php8.2                            10033c7881fb   47 hours ago    522MB
drupal                                          7.98-php8.2-apache                     10033c7881fb   47 hours ago    522MB
drupal                                          7.98-php8.2-apache-bookworm            10033c7881fb   47 hours ago    522MB
drupal                                          9-php8.0-fpm-alpine3.16                5a5c86fbe971   47 hours ago    170MB
drupal                                          9.5-php8.0-fpm-alpine3.16              5a5c86fbe971   47 hours ago    170MB
drupal                                          9.5.10-php8.0-fpm-alpine3.16           5a5c86fbe971   47 hours ago    170MB
drupal                                          9-php8.0-fpm-buster                    8f705842c66a   47 hours ago    491MB
drupal                                          9.5-php8.0-fpm-buster                  8f705842c66a   47 hours ago    491MB
drupal                                          9.5.10-php8.0-fpm-buster               8f705842c66a   47 hours ago    491MB
drupal                                          9-php8.0-apache-buster                 f00aaea32976   2 days ago      502MB
drupal                                          9.5-php8.0-apache-buster               f00aaea32976   2 days ago      502MB
drupal                                          9.5.10-php8.0-apache-buster            f00aaea32976   2 days ago      502MB
drupal                                          9-php8.0-fpm-bullseye                  91ac652663c9   2 days ago      546MB
drupal                                          9.5-php8.0-fpm-bullseye                91ac652663c9   2 days ago      546MB
drupal                                          9.5.10-php8.0-fpm-bullseye             91ac652663c9   2 days ago      546MB
drupal                                          9-php8.0-apache-bullseye               e2fa9a2a1e0b   2 days ago      557MB
drupal                                          9.5-php8.0-apache-bullseye             e2fa9a2a1e0b   2 days ago      557MB
drupal                                          9.5.10-php8.0-apache-bullseye          e2fa9a2a1e0b   2 days ago      557MB
drupal                                          9-fpm-alpine3.17                       50126d476472   2 days ago      182MB
drupal                                          9-php8.1-fpm-alpine3.17                50126d476472   2 days ago      182MB
drupal                                          9.5-fpm-alpine3.17                     50126d476472   2 days ago      182MB
drupal                                          9.5-php8.1-fpm-alpine3.17              50126d476472   2 days ago      182MB
drupal                                          9.5.10-fpm-alpine3.17                  50126d476472   2 days ago      182MB
drupal                                          9.5.10-php8.1-fpm-alpine3.17           50126d476472   2 days ago      182MB
drupal                                          9-fpm-alpine                           cc52f4c618ca   2 days ago      185MB
drupal                                          9-fpm-alpine3.18                       cc52f4c618ca   2 days ago      185MB
drupal                                          9-php8.1-fpm-alpine                    cc52f4c618ca   2 days ago      185MB
drupal                                          9-php8.1-fpm-alpine3.18                cc52f4c618ca   2 days ago      185MB
drupal                                          9.5-fpm-alpine                         cc52f4c618ca   2 days ago      185MB
drupal                                          9.5-fpm-alpine3.18                     cc52f4c618ca   2 days ago      185MB
drupal                                          9.5-php8.1-fpm-alpine                  cc52f4c618ca   2 days ago      185MB
drupal                                          9.5-php8.1-fpm-alpine3.18              cc52f4c618ca   2 days ago      185MB
drupal                                          9.5.10-fpm-alpine                      cc52f4c618ca   2 days ago      185MB
drupal                                          9.5.10-fpm-alpine3.18                  cc52f4c618ca   2 days ago      185MB
drupal                                          9.5.10-php8.1-fpm-alpine               cc52f4c618ca   2 days ago      185MB
drupal                                          9.5.10-php8.1-fpm-alpine3.18           cc52f4c618ca   2 days ago      185MB
drupal                                          9-fpm-bullseye                         22afa8a3022b   2 days ago      551MB
drupal                                          9-php8.1-fpm-bullseye                  22afa8a3022b   2 days ago      551MB
drupal                                          9.5-fpm-bullseye                       22afa8a3022b   2 days ago      551MB
drupal                                          9.5-php8.1-fpm-bullseye                22afa8a3022b   2 days ago      551MB
drupal                                          9.5.10-fpm-bullseye                    22afa8a3022b   2 days ago      551MB
drupal                                          9.5.10-php8.1-fpm-bullseye             22afa8a3022b   2 days ago      551MB
drupal                                          9-apache-bullseye                      876e7f826c8c   2 days ago      560MB
drupal                                          9-php8.1-apache-bullseye               876e7f826c8c   2 days ago      560MB
drupal                                          9.5-apache-bullseye                    876e7f826c8c   2 days ago      560MB
drupal                                          9.5-php8.1-apache-bullseye             876e7f826c8c   2 days ago      560MB
drupal                                          9.5.10-apache-bullseye                 876e7f826c8c   2 days ago      560MB
drupal                                          9.5.10-php8.1-apache-bullseye          876e7f826c8c   2 days ago      560MB
drupal                                          9-fpm                                  d9bd16468765   2 days ago      595MB
drupal                                          9-fpm-bookworm                         d9bd16468765   2 days ago      595MB
drupal                                          9-php8.1-fpm                           d9bd16468765   2 days ago      595MB
drupal                                          9-php8.1-fpm-bookworm                  d9bd16468765   2 days ago      595MB
drupal                                          9.5-fpm                                d9bd16468765   2 days ago      595MB
drupal                                          9.5-fpm-bookworm                       d9bd16468765   2 days ago      595MB
drupal                                          9.5-php8.1-fpm                         d9bd16468765   2 days ago      595MB
drupal                                          9.5-php8.1-fpm-bookworm                d9bd16468765   2 days ago      595MB
drupal                                          9.5.10-fpm                             d9bd16468765   2 days ago      595MB
drupal                                          9.5.10-fpm-bookworm                    d9bd16468765   2 days ago      595MB
drupal                                          9.5.10-php8.1-fpm                      d9bd16468765   2 days ago      595MB
drupal                                          9.5.10-php8.1-fpm-bookworm             d9bd16468765   2 days ago      595MB
drupal                                          9                                      022b913200ab   2 days ago      604MB
drupal                                          9-apache                               022b913200ab   2 days ago      604MB
drupal                                          9-apache-bookworm                      022b913200ab   2 days ago      604MB
drupal                                          9-php8.1                               022b913200ab   2 days ago      604MB
drupal                                          9-php8.1-apache                        022b913200ab   2 days ago      604MB
drupal                                          9-php8.1-apache-bookworm               022b913200ab   2 days ago      604MB
drupal                                          9.5                                    022b913200ab   2 days ago      604MB
drupal                                          9.5-apache                             022b913200ab   2 days ago      604MB
drupal                                          9.5-apache-bookworm                    022b913200ab   2 days ago      604MB
drupal                                          9.5-php8.1                             022b913200ab   2 days ago      604MB
drupal                                          9.5-php8.1-apache                      022b913200ab   2 days ago      604MB
drupal                                          9.5-php8.1-apache-bookworm             022b913200ab   2 days ago      604MB
drupal                                          9.5.10                                 022b913200ab   2 days ago      604MB
drupal                                          9.5.10-apache                          022b913200ab   2 days ago      604MB
drupal                                          9.5.10-apache-bookworm                 022b913200ab   2 days ago      604MB
drupal                                          9.5.10-php8.1                          022b913200ab   2 days ago      604MB
drupal                                          9.5.10-php8.1-apache                   022b913200ab   2 days ago      604MB
drupal                                          9.5.10-php8.1-apache-bookworm          022b913200ab   2 days ago      604MB
drupal                                          9-php8.2-fpm-alpine3.17                1b7a88c57338   2 days ago      183MB
drupal                                          9.5-php8.2-fpm-alpine3.17              1b7a88c57338   2 days ago      183MB
drupal                                          9.5.10-php8.2-fpm-alpine3.17           1b7a88c57338   2 days ago      183MB
drupal                                          9-php8.2-fpm-alpine                    3dd44af8d8e8   2 days ago      185MB
drupal                                          9-php8.2-fpm-alpine3.18                3dd44af8d8e8   2 days ago      185MB
drupal                                          9.5-php8.2-fpm-alpine                  3dd44af8d8e8   2 days ago      185MB
drupal                                          9.5-php8.2-fpm-alpine3.18              3dd44af8d8e8   2 days ago      185MB
drupal                                          9.5.10-php8.2-fpm-alpine               3dd44af8d8e8   2 days ago      185MB
drupal                                          9.5.10-php8.2-fpm-alpine3.18           3dd44af8d8e8   2 days ago      185MB
drupal                                          9-php8.2-fpm-bullseye                  76dc2bd983d6   2 days ago      551MB
drupal                                          9.5-php8.2-fpm-bullseye                76dc2bd983d6   2 days ago      551MB
drupal                                          9.5.10-php8.2-fpm-bullseye             76dc2bd983d6   2 days ago      551MB
drupal                                          9-php8.2-apache-bullseye               130e57069638   2 days ago      561MB
drupal                                          9.5-php8.2-apache-bullseye             130e57069638   2 days ago      561MB
drupal                                          9.5.10-php8.2-apache-bullseye          130e57069638   2 days ago      561MB
drupal                                          9-php8.2-fpm                           7324b3bbacfc   2 days ago      595MB
drupal                                          9-php8.2-fpm-bookworm                  7324b3bbacfc   2 days ago      595MB
drupal                                          9.5-php8.2-fpm                         7324b3bbacfc   2 days ago      595MB
drupal                                          9.5-php8.2-fpm-bookworm                7324b3bbacfc   2 days ago      595MB
drupal                                          9.5.10-php8.2-fpm                      7324b3bbacfc   2 days ago      595MB
drupal                                          9.5.10-php8.2-fpm-bookworm             7324b3bbacfc   2 days ago      595MB
drupal                                          9-php8.2                               6e5803ba036d   2 days ago      605MB
drupal                                          9-php8.2-apache                        6e5803ba036d   2 days ago      605MB
drupal                                          9-php8.2-apache-bookworm               6e5803ba036d   2 days ago      605MB
drupal                                          9.5-php8.2                             6e5803ba036d   2 days ago      605MB
drupal                                          9.5-php8.2-apache                      6e5803ba036d   2 days ago      605MB
drupal                                          9.5-php8.2-apache-bookworm             6e5803ba036d   2 days ago      605MB
drupal                                          9.5.10-php8.2                          6e5803ba036d   2 days ago      605MB
drupal                                          9.5.10-php8.2-apache                   6e5803ba036d   2 days ago      605MB
drupal                                          9.5.10-php8.2-apache-bookworm          6e5803ba036d   2 days ago      605MB
drupal                                          10.0-php8.1-fpm-alpine3.17             fa321bb3ec88   2 days ago      165MB
drupal                                          10.0.10-php8.1-fpm-alpine3.17          fa321bb3ec88   2 days ago      165MB
drupal                                          10.0-php8.1-fpm-alpine                 f07df9d0d79d   2 days ago      167MB
drupal                                          10.0-php8.1-fpm-alpine3.18             f07df9d0d79d   2 days ago      167MB
drupal                                          10.0.10-php8.1-fpm-alpine              f07df9d0d79d   2 days ago      167MB
drupal                                          10.0.10-php8.1-fpm-alpine3.18          f07df9d0d79d   2 days ago      167MB
drupal                                          10.0-php8.1-fpm-bullseye               f56db2c21320   2 days ago      533MB
drupal                                          10.0.10-php8.1-fpm-bullseye            f56db2c21320   2 days ago      533MB
drupal                                          10.0-php8.1-apache-bullseye            6b3e909e7cc3   2 days ago      543MB
drupal                                          10.0.10-php8.1-apache-bullseye         6b3e909e7cc3   2 days ago      543MB
drupal                                          10.0-php8.1-fpm                        60fb62650d5e   2 days ago      577MB
drupal                                          10.0-php8.1-fpm-bookworm               60fb62650d5e   2 days ago      577MB
drupal                                          10.0.10-php8.1-fpm                     60fb62650d5e   2 days ago      577MB
drupal                                          10.0.10-php8.1-fpm-bookworm            60fb62650d5e   2 days ago      577MB
drupal                                          10.0-php8.1                            7b86eb4beb93   2 days ago      586MB
drupal                                          10.0-php8.1-apache                     7b86eb4beb93   2 days ago      586MB
drupal                                          10.0-php8.1-apache-bookworm            7b86eb4beb93   2 days ago      586MB
drupal                                          10.0.10-php8.1                         7b86eb4beb93   2 days ago      586MB
drupal                                          10.0.10-php8.1-apache                  7b86eb4beb93   2 days ago      586MB
drupal                                          10.0.10-php8.1-apache-bookworm         7b86eb4beb93   2 days ago      586MB
drupal                                          10.0-fpm-alpine3.17                    e4a0553be1de   2 days ago      165MB
drupal                                          10.0-php8.2-fpm-alpine3.17             e4a0553be1de   2 days ago      165MB
drupal                                          10.0.10-fpm-alpine3.17                 e4a0553be1de   2 days ago      165MB
drupal                                          10.0.10-php8.2-fpm-alpine3.17          e4a0553be1de   2 days ago      165MB
drupal                                          10.0-fpm-alpine                        0c664df9058d   2 days ago      167MB
drupal                                          10.0-fpm-alpine3.18                    0c664df9058d   2 days ago      167MB
drupal                                          10.0-php8.2-fpm-alpine                 0c664df9058d   2 days ago      167MB
drupal                                          10.0-php8.2-fpm-alpine3.18             0c664df9058d   2 days ago      167MB
drupal                                          10.0.10-fpm-alpine                     0c664df9058d   2 days ago      167MB
drupal                                          10.0.10-fpm-alpine3.18                 0c664df9058d   2 days ago      167MB
drupal                                          10.0.10-php8.2-fpm-alpine              0c664df9058d   2 days ago      167MB
drupal                                          10.0.10-php8.2-fpm-alpine3.18          0c664df9058d   2 days ago      167MB
drupal                                          10.0-fpm-bullseye                      555facc8cee0   2 days ago      534MB
drupal                                          10.0-php8.2-fpm-bullseye               555facc8cee0   2 days ago      534MB
drupal                                          10.0.10-fpm-bullseye                   555facc8cee0   2 days ago      534MB
drupal                                          10.0.10-php8.2-fpm-bullseye            555facc8cee0   2 days ago      534MB
drupal                                          10.0-apache-bullseye                   c2f9c64ce6bd   2 days ago      543MB
drupal                                          10.0-php8.2-apache-bullseye            c2f9c64ce6bd   2 days ago      543MB
drupal                                          10.0.10-apache-bullseye                c2f9c64ce6bd   2 days ago      543MB
drupal                                          10.0.10-php8.2-apache-bullseye         c2f9c64ce6bd   2 days ago      543MB
<none>                                          <none>                                 6f799a6db4b9   2 days ago      490MB
<none>                                          <none>                                 0ddddf6dd352   2 days ago      446MB
<none>                                          <none>                                 2242d81e37f8   2 days ago      491MB
<none>                                          <none>                                 e184932a2bfc   2 days ago      390MB
<none>                                          <none>                                 342a2a711a14   2 days ago      474MB
<none>                                          <none>                                 726f2d5c7cae   2 days ago      426MB
<none>                                          <none>                                 9319e0e35f26   2 days ago      472MB
<none>                                          <none>                                 ccae6a3adbcb   2 days ago      371MB
clojure                                         temurin-11-lein                        1a56d71ab6ae   2 days ago      467MB
clojure                                         temurin-11-lein-2.10.0                 1a56d71ab6ae   2 days ago      467MB
clojure                                         temurin-11-lein-2.10.0-jammy           1a56d71ab6ae   2 days ago      467MB
clojure                                         temurin-11-lein-jammy                  1a56d71ab6ae   2 days ago      467MB
clojure                                         temurin-11-lein-2.10.0-focal           cab363a611f8   2 days ago      471MB
clojure                                         temurin-11-lein-focal                  cab363a611f8   2 days ago      471MB
clojure                                         temurin-11-lein-2.10.0-bullseye-slim   a24fe94d3131   2 days ago      437MB
clojure                                         temurin-11-lein-bullseye-slim          a24fe94d3131   2 days ago      437MB
clojure                                         temurin-11-lein-2.10.0-bullseye        8e71ec38fcd1   2 days ago      482MB
clojure                                         temurin-11-lein-bullseye               8e71ec38fcd1   2 days ago      482MB
clojure                                         temurin-11-lein-2.10.0-alpine          52c0fe4bb5c0   2 days ago      369MB
clojure                                         temurin-11-lein-alpine                 52c0fe4bb5c0   2 days ago      369MB
clojure                                         temurin-8-lein                         e025b7882825   2 days ago      283MB
clojure                                         temurin-8-lein-2.10.0                  e025b7882825   2 days ago      283MB
clojure                                         temurin-8-lein-2.10.0-jammy            e025b7882825   2 days ago      283MB
clojure                                         temurin-8-lein-jammy                   e025b7882825   2 days ago      283MB
clojure                                         temurin-8-lein-2.10.0-focal            37e90f619b58   2 days ago      288MB
clojure                                         temurin-8-lein-focal                   37e90f619b58   2 days ago      288MB
clojure                                         temurin-8-lein-2.10.0-bullseye-slim    f052c24701e7   2 days ago      253MB
clojure                                         temurin-8-lein-bullseye-slim           f052c24701e7   2 days ago      253MB
clojure                                         temurin-8-lein-2.10.0-bullseye         0158a31257b4   2 days ago      299MB
clojure                                         temurin-8-lein-bullseye                0158a31257b4   2 days ago      299MB
clojure                                         temurin-8-lein-2.10.0-alpine           a2bb5b81c8de   2 days ago      197MB
clojure                                         temurin-8-lein-alpine                  a2bb5b81c8de   2 days ago      197MB
clojure                                         temurin-8-boot-2.8.3-bullseye          c365709f7daa   2 days ago      344MB
clojure                                         temurin-8-boot-bullseye                c365709f7daa   2 days ago      344MB
<none>                                          <none>                                 dafa34b6f91e   2 days ago      475MB
amazoncorretto                                  20.0.1                                 f772f570fe2e   2 days ago      483MB
amazoncorretto                                  20.0.1-al2                             f772f570fe2e   2 days ago      483MB
amazoncorretto                                  20.0.1-al2-generic                     f772f570fe2e   2 days ago      483MB
amazoncorretto                                  8-alpine3.17                           f8ddae6467fa   2 days ago      206MB
amazoncorretto                                  8-alpine3.17-full                      f8ddae6467fa   2 days ago      206MB
amazoncorretto                                  8-alpine3.17-jdk                       f8ddae6467fa   2 days ago      206MB
amazoncorretto                                  8u372-alpine                           f8ddae6467fa   2 days ago      206MB
amazoncorretto                                  8u372-alpine3.17                       f8ddae6467fa   2 days ago      206MB
amazoncorretto                                  8u382-alpine3.17                       f8ddae6467fa   2 days ago      206MB
drupal                                          10.0-fpm                               632e0bfb8856   2 days ago      578MB
drupal                                          10.0-fpm-bookworm                      632e0bfb8856   2 days ago      578MB
drupal                                          10.0-php8.2-fpm                        632e0bfb8856   2 days ago      578MB
drupal                                          10.0-php8.2-fpm-bookworm               632e0bfb8856   2 days ago      578MB
drupal                                          10.0.10-fpm                            632e0bfb8856   2 days ago      578MB
drupal                                          10.0.10-fpm-bookworm                   632e0bfb8856   2 days ago      578MB
drupal                                          10.0.10-php8.2-fpm                     632e0bfb8856   2 days ago      578MB
drupal                                          10.0.10-php8.2-fpm-bookworm            632e0bfb8856   2 days ago      578MB
drupal                                          10.0                                   3589c226b6ad   2 days ago      587MB
drupal                                          10.0-apache                            3589c226b6ad   2 days ago      587MB
drupal                                          10.0-apache-bookworm                   3589c226b6ad   2 days ago      587MB
drupal                                          10.0-php8.2                            3589c226b6ad   2 days ago      587MB
drupal                                          10.0-php8.2-apache                     3589c226b6ad   2 days ago      587MB
drupal                                          10.0-php8.2-apache-bookworm            3589c226b6ad   2 days ago      587MB
drupal                                          10.0.10                                3589c226b6ad   2 days ago      587MB
drupal                                          10.0.10-apache                         3589c226b6ad   2 days ago      587MB
drupal                                          10.0.10-apache-bookworm                3589c226b6ad   2 days ago      587MB
drupal                                          10.0.10-php8.2                         3589c226b6ad   2 days ago      587MB
drupal                                          10.0.10-php8.2-apache                  3589c226b6ad   2 days ago      587MB
drupal                                          10.0.10-php8.2-apache-bookworm         3589c226b6ad   2 days ago      587MB
drupal                                          10-php8.1-fpm-alpine3.17               7ce88a94be96   2 days ago      169MB
drupal                                          10.1-php8.1-fpm-alpine3.17             7ce88a94be96   2 days ago      169MB
drupal                                          10.1.1-php8.1-fpm-alpine3.17           7ce88a94be96   2 days ago      169MB
drupal                                          php8.1-fpm-alpine3.17                  7ce88a94be96   2 days ago      169MB
drupal                                          10-php8.1-fpm-alpine                   905d9064ed83   2 days ago      171MB
drupal                                          10-php8.1-fpm-alpine3.18               905d9064ed83   2 days ago      171MB
drupal                                          10.1-php8.1-fpm-alpine                 905d9064ed83   2 days ago      171MB
drupal                                          10.1-php8.1-fpm-alpine3.18             905d9064ed83   2 days ago      171MB
drupal                                          10.1.1-php8.1-fpm-alpine               905d9064ed83   2 days ago      171MB
drupal                                          10.1.1-php8.1-fpm-alpine3.18           905d9064ed83   2 days ago      171MB
drupal                                          php8.1-fpm-alpine                      905d9064ed83   2 days ago      171MB
drupal                                          php8.1-fpm-alpine3.18                  905d9064ed83   2 days ago      171MB
drupal                                          10-php8.1-fpm-bullseye                 8bf0d0e1f59f   2 days ago      538MB
drupal                                          10.1-php8.1-fpm-bullseye               8bf0d0e1f59f   2 days ago      538MB
drupal                                          10.1.1-php8.1-fpm-bullseye             8bf0d0e1f59f   2 days ago      538MB
drupal                                          php8.1-fpm-bullseye                    8bf0d0e1f59f   2 days ago      538MB
drupal                                          10-php8.1-apache-bullseye              07c35e398e14   2 days ago      547MB
drupal                                          10.1-php8.1-apache-bullseye            07c35e398e14   2 days ago      547MB
drupal                                          10.1.1-php8.1-apache-bullseye          07c35e398e14   2 days ago      547MB
drupal                                          php8.1-apache-bullseye                 07c35e398e14   2 days ago      547MB
drupal                                          10-php8.1-fpm                          663bcc53e009   2 days ago      582MB
drupal                                          10-php8.1-fpm-bookworm                 663bcc53e009   2 days ago      582MB
drupal                                          10.1-php8.1-fpm                        663bcc53e009   2 days ago      582MB
drupal                                          10.1-php8.1-fpm-bookworm               663bcc53e009   2 days ago      582MB
drupal                                          10.1.1-php8.1-fpm                      663bcc53e009   2 days ago      582MB
drupal                                          10.1.1-php8.1-fpm-bookworm             663bcc53e009   2 days ago      582MB
drupal                                          php8.1-fpm                             663bcc53e009   2 days ago      582MB
drupal                                          php8.1-fpm-bookworm                    663bcc53e009   2 days ago      582MB
drupal                                          10-php8.1                              5ef8b79f1603   2 days ago      591MB
drupal                                          10-php8.1-apache                       5ef8b79f1603   2 days ago      591MB
drupal                                          10-php8.1-apache-bookworm              5ef8b79f1603   2 days ago      591MB
drupal                                          10.1-php8.1                            5ef8b79f1603   2 days ago      591MB
drupal                                          10.1-php8.1-apache                     5ef8b79f1603   2 days ago      591MB
drupal                                          10.1-php8.1-apache-bookworm            5ef8b79f1603   2 days ago      591MB
drupal                                          10.1.1-php8.1                          5ef8b79f1603   2 days ago      591MB
drupal                                          10.1.1-php8.1-apache                   5ef8b79f1603   2 days ago      591MB
drupal                                          10.1.1-php8.1-apache-bookworm          5ef8b79f1603   2 days ago      591MB
drupal                                          php8.1                                 5ef8b79f1603   2 days ago      591MB
drupal                                          php8.1-apache                          5ef8b79f1603   2 days ago      591MB
drupal                                          php8.1-apache-bookworm                 5ef8b79f1603   2 days ago      591MB
drupal                                          10-fpm-alpine3.17                      75394f3be8b9   2 days ago      169MB
drupal                                          10-php8.2-fpm-alpine3.17               75394f3be8b9   2 days ago      169MB
drupal                                          10.1-fpm-alpine3.17                    75394f3be8b9   2 days ago      169MB
drupal                                          10.1-php8.2-fpm-alpine3.17             75394f3be8b9   2 days ago      169MB
drupal                                          10.1.1-fpm-alpine3.17                  75394f3be8b9   2 days ago      169MB
drupal                                          10.1.1-php8.2-fpm-alpine3.17           75394f3be8b9   2 days ago      169MB
drupal                                          fpm-alpine3.17                         75394f3be8b9   2 days ago      169MB
drupal                                          php8.2-fpm-alpine3.17                  75394f3be8b9   2 days ago      169MB
drupal                                          10-fpm-alpine                          f7080b99cf3e   2 days ago      171MB
drupal                                          10-fpm-alpine3.18                      f7080b99cf3e   2 days ago      171MB
drupal                                          10-php8.2-fpm-alpine                   f7080b99cf3e   2 days ago      171MB
drupal                                          10-php8.2-fpm-alpine3.18               f7080b99cf3e   2 days ago      171MB
drupal                                          10.1-fpm-alpine                        f7080b99cf3e   2 days ago      171MB
drupal                                          10.1-fpm-alpine3.18                    f7080b99cf3e   2 days ago      171MB
drupal                                          10.1-php8.2-fpm-alpine                 f7080b99cf3e   2 days ago      171MB
